-999	WindowSize
-999	OverlapSize
131178	NumberOfSNPs
480	NumberOfIndividuals
SET#	OFFSET	SET_ID	SET_SIZE
1029	791038	C05C8.1	7
1030	791949	C05C8.10	1
1031	792080	C05C8.2	1
1032	792211	C05C8.3	2
1033	792472	C05C8.4	5
1034	793123	C05C8.5	4
1035	793644	C05C8.6	5
1036	794295	C05C8.7	9
1037	795466	C05C8.8	11
1038	796897	C05C8.9	6
1039	797678	C05C9.1	6
1040	798459	C05C9.2	10
1041	799760	C05C9.3	17
1042	801971	C05C9.6	2
1043	802232	C05C9.8	1
1044	802363	C05C9.t1	1
1045	802494	C05D10.1	3
1046	802885	C05D10.2	7
1047	803796	C05D10.3	4
1048	804317	C05D10.4	14
1049	806138	C05D11.1	7
1050	807049	C05D11.10	2
1051	807310	C05D11.11	5
1052	807961	C05D11.12	1
1053	808092	C05D11.13	1
1054	808223	C05D11.2	8
1055	809264	C05D11.4	6
1056	810045	C05D11.5	3
1057	810436	C05D11.6	3
1058	810827	C05D11.7	13
1059	812518	C05D11.8	2
1060	812779	C05D11.9	5
1061	813430	C05D12.1	8
1062	814471	C05D12.10	1
1063	814602	C05D12.11	1
1064	814733	C05D12.2	11
1065	816164	C05D12.3	10
1066	817465	C05D12.4	2
1067	817726	C05D12.7	3
1068	818117	C05D2.1	12
1069	819678	C05D2.10	4
1070	820199	C05D2.11	1
1071	820330	C05D2.15	1
1072	820461	C05D2.3	5
1073	821112	C05D2.4	4
1074	821633	C05D2.5	6
1075	822414	C05D2.6	6
1076	823195	C05D2.8	9
1077	824366	C05D9.1	9
1078	825537	C05D9.10	1
1079	825668	C05D9.2	7
1080	826579	C05D9.3	13
1081	828270	C05D9.4	4
1082	828791	C05D9.5	4
1083	829312	C05D9.7	7
1084	830223	C05D9.9	2
1085	830484	C05E11.1	5
1086	831135	C05E11.14	1
1087	831266	C05E11.16	3
1088	831657	C05E11.2	2
1089	831918	C05E11.3	4
1090	832439	C05E11.4	4
1091	832960	C05E11.5	8
1092	834001	C05E11.6	3
1093	834392	C05E11.7	9
1094	835563	C05E11.8	3
1095	835954	C05E11.9	2
1096	836215	C05E4.1	5
1097	836866	C05E4.10	2
1098	837127	C05E4.11	8
1099	838168	C05E4.13	7
1100	839079	C05E4.14	10
1101	840380	C05E4.15	3
1102	840771	C05E4.2	5
1103	841422	C05E4.3	6
1104	842203	C05E4.4	4
1105	842724	C05E4.6	7
1106	843635	C05E4.7	2
1107	843896	C05E4.9	12
1108	845457	C05E7.1	5
1109	846108	C05E7.2	6
1110	846889	C05E7.3	1
1111	847020	C05E7.4	4
1112	847541	C05E7.t3	1
1113	847672	C05G5.1	19
1114	850143	C05G5.2	3
1115	850534	C05G5.3	2
1116	850795	C05G5.4	7
1117	851706	C05G5.5	8
1118	852747	C05G6.1	18
1119	855088	C05G6.4	1
1120	855219	C05H8.1	31
1121	859250	C05H8.3	1
1122	859381	C05H8.4	1
1123	859512	C06A1.1	6
1124	860293	C06A1.11	1
1125	860424	C06A1.2	3
1126	860815	C06A1.3	8
1127	861856	C06A1.5	2
1128	862117	C06A12.3	4
1129	862638	C06A12.4	14
1130	864459	C06A12.5	2
1131	864720	C06A12.8	3
1132	865111	C06A5.1	14
1133	866932	C06A5.11	5
1134	867583	C06A5.12	1
1135	867714	C06A5.2	1
1136	867845	C06A5.3	10
1137	869146	C06A5.4	2
1138	869407	C06A5.6	10
1139	870708	C06A5.7	16
1140	872789	C06A5.8	6
1141	873570	C06A5.9	2
1142	873831	C06A6.14	1
1143	873962	C06A6.2	16
1144	876043	C06A6.3	6
1145	876824	C06A6.4	5
1146	877475	C06A6.5	2
1147	877736	C06A6.7	2
1148	877997	C06A8.1	10
1149	879298	C06A8.13	1
1150	879429	C06A8.2	3
1151	879820	C06A8.3	3
1152	880211	C06A8.4	1
1153	880342	C06A8.5	4
1154	880863	C06A8.6	3
1155	881254	C06A8.7	3
1156	881645	C06A8.8	11
1157	883076	C06A8.9	17
1158	885287	C06B3.1	2
1159	885548	C06B3.10	2
1160	885809	C06B3.11	6
1161	886590	C06B3.12	5
1162	887241	C06B3.13	8
1163	888282	C06B3.14	3
1164	888673	C06B3.16	1
1165	888804	C06B3.2	4
1166	889325	C06B3.3	3
1167	889716	C06B3.4	7
1168	890627	C06B3.5	2
1169	890888	C06B3.6	4
1170	891409	C06B3.7	2
1171	891670	C06B3.8	3
1172	892061	C06B3.9	6
1173	892842	C06B8.1	2
1174	893103	C06B8.10	7
1175	894014	C06B8.11	2
1176	894275	C06B8.14	1
1177	894406	C06B8.2	3
1178	894797	C06B8.3	2
1179	895058	C06B8.4	3
1180	895449	C06B8.6	2
1181	895710	C06B8.7	28
1182	899351	C06B8.8	5
1183	900002	C06B8.t1	2
1184	900263	C06B8.t2	1
1185	900394	C06C3.1	21
1186	903125	C06C3.10	2
1187	903386	C06C3.12	3
1188	903777	C06C3.3	9
1189	904948	C06C3.4	5
1190	905599	C06C3.6	11
1191	907030	C06C3.7	3
1192	907421	C06C3.8	10
1193	908722	C06C6.1	3
1194	909113	C06C6.2	4
1195	909634	C06C6.3	5
1196	910285	C06C6.4	3
1197	910676	C06C6.5	8
1198	911717	C06C6.6	7
1199	912628	C06C6.7	16
1200	914709	C06C6.8	2
1201	914970	C06E1.1	5
1202	915621	C06E1.10	13
1203	917312	C06E1.11	5
1204	917963	C06E1.3	4
1205	918484	C06E1.4	5
1206	919135	C06E1.7	4
1207	919656	C06E1.8	4
1208	920177	C06E1.9	6
1209	920958	C06E2.1	5
1210	921609	C06E2.13	1
1211	921740	C06E2.2	1
1212	921871	C06E2.3	10
1213	923172	C06E2.5	1
1214	923303	C06E2.7	7
1215	924214	C06E2.8	2
1216	924475	C06E4.1	2
1217	924736	C06E4.15	1
1218	924867	C06E4.19	1
1219	924998	C06E4.2	10
1220	926299	C06E4.3	8
1221	927340	C06E4.4	6
1222	928121	C06E4.5	1
1223	928252	C06E4.6	1
1224	928383	C06E4.7	3
1225	928774	C06E4.8	3
1226	929165	C06E4.t1	1
1227	929296	C06E7.1	3
1228	929687	C06E7.2	10
1229	930988	C06E7.24	1
1230	931119	C06E7.25	1
1231	931250	C06E7.3	4
1232	931771	C06E7.4	21
1233	934502	C06E7.7	2
1234	934763	C06E7.88	4
1235	935284	C06E7.93	1
1236	935415	C06E8.3	19
1237	937886	C06E8.5	5
1238	938537	C06G1.1	10
1239	939838	C06G1.11	1
1240	939969	C06G1.2	3
1241	940360	C06G1.4	7
1242	941271	C06G1.5	9
1243	942442	C06G1.6	6
1244	943223	C06G1.7	1
1245	943354	C06G1.8	2
1246	943615	C06G1.t1	1
1247	943746	C06G1.t2	2
1248	944007	C06G1.t4	1
1249	944138	C06G3.1	7
1250	945049	C06G3.10	8
1251	946090	C06G3.2	7
1252	947001	C06G3.4	5
1253	947652	C06G3.5	4
1254	948173	C06G3.6	6
1255	948954	C06G3.7	12
1256	950515	C06G3.8	4
1257	951036	C06G3.9	10
1258	952337	C06G4.1	11
1259	953768	C06G4.2	14
1260	955589	C06G4.4	1
1261	955720	C06G4.5	8
1262	956761	C06G4.6	3
1263	957152	C06G4.t1	1
1264	957283	C06G8.1	7
1265	958194	C06G8.2	5
1266	958845	C06G8.3	3
1267	959236	C06G8.4	4
1268	959757	C06H2.1	4
1269	960278	C06H2.2	4
1270	960799	C06H2.3	7
1271	961710	C06H2.4	4
1272	962231	C06H2.5	10
1273	963532	C06H2.7	5
1274	964183	C06H2.9	1
1275	964314	C06H5.1	2
1276	964575	C06H5.2	6
1277	965356	C06H5.6	17
1278	967567	C06H5.7	15
1279	969518	C06H5.8	6
1280	970299	C07A12.1	9
1281	971470	C07A12.12	2
1282	971731	C07A12.14	2
1283	971992	C07A12.17	1
1284	972123	C07A12.18	11
1285	973554	C07A12.2	3
1286	973945	C07A12.3	15
1287	975896	C07A12.4	9
1288	977067	C07A12.5	10
1289	978368	C07A12.7	9
1290	979539	C07A12.9	1
1291	979670	C07A4.1	9
1292	980841	C07A4.2	5
1293	981492	C07A4.7	1
1294	981623	C07A4.9	2
1295	981884	C07A9.1	8
1296	982925	C07A9.11	10
1297	984226	C07A9.12	5
1298	984877	C07A9.13	4
1299	985398	C07A9.15	1
1300	985529	C07A9.16	1
1301	985660	C07A9.2	4
1302	986181	C07A9.3	28
1303	989822	C07A9.4	4
1304	990343	C07A9.5	2
1305	990604	C07A9.6	1
1306	990735	C07A9.7	5
1307	991386	C07A9.8	7
1308	992297	C07A9.9	11
1309	993728	C07B5.2	1
1310	993859	C07B5.3	4
1311	994380	C07B5.4	10
1312	995681	C07B5.5	5
1313	996332	C07B5.6	7
1314	997243	C07B5.8	1
1315	997374	C07C7.1	2
1316	997635	C07D10.1	3
1317	998026	C07D10.2	7
1318	998937	C07D10.3	5
1319	999588	C07D10.4	3
1320	999979	C07D10.5	4
1321	1000500	C07D8.5	2
1322	1000761	C07D8.6	5
1323	1001412	C07E3.1	5
1324	1002063	C07E3.10	1
1325	1002194	C07E3.2	15
1326	1004145	C07E3.3	15
1327	1006096	C07E3.4	4
1328	1006617	C07E3.5	11
1329	1008048	C07E3.6	6
1330	1008829	C07E3.8	4
1331	1009350	C07E3.9	3
1332	1009741	C07F11.1	35
1333	1014292	C07F11.2	5
1334	1014943	C07G1.1	2
1335	1015204	C07G1.11	1
1336	1015335	C07G1.2	2
1337	1015596	C07G1.3	24
1338	1018717	C07G1.4	19
1339	1021188	C07G1.5	7
1340	1022099	C07G1.6	3
1341	1022490	C07G1.7	2
1342	1022751	C07G2.1	3
1343	1023142	C07G2.2	13
1344	1024833	C07G2.3	10
1345	1026134	C07G3.10	4
1346	1026655	C07G3.2	5
1347	1027306	C07G3.3	4
1348	1027827	C07G3.4	3
1349	1028218	C07G3.5	2
1350	1028479	C07G3.6	2
1351	1028740	C07G3.8	24
1352	1031861	C07G3.9	3
1353	1032252	C07H4.1	4
1354	1032773	C07H4.2	9
1355	1033944	C07H6.1	2
1356	1034205	C07H6.14	1
1357	1034336	C07H6.18	1
1358	1034467	C07H6.3	14
1359	1036288	C07H6.4	7
1360	1037199	C07H6.5	4
1361	1037720	C07H6.6	3
1362	1038111	C07H6.7	16
1363	1040192	C07H6.8	6
1364	1040973	C07H6.9	1
1365	1041104	C08A9.1	2
1366	1041365	C08A9.10	1
1367	1041496	C08A9.3	6
1368	1042277	C08A9.6	7
1369	1043188	C08A9.7	4
1370	1043709	C08A9.8	5
1371	1044360	C08A9.9	4
1372	1044881	C08B11.1	6
1373	1045662	C08B11.11	2
1374	1045923	C08B11.12	1
1375	1046054	C08B11.2	2
1376	1046315	C08B11.3	15
1377	1048266	C08B11.4	6
1378	1049047	C08B11.5	4
1379	1049568	C08B11.6	3
1380	1049959	C08B11.7	2
1381	1050220	C08B11.8	7
1382	1051131	C08B11.9	2
1383	1051392	C08B6.1	7
1384	1052303	C08B6.10	2
1385	1052564	C08B6.12	2
1386	1052825	C08B6.13	4
1387	1053346	C08B6.14	2
1388	1053607	C08B6.2	2
1389	1053868	C08B6.3	10
1390	1055169	C08B6.4	3
1391	1055560	C08B6.5	3
1392	1055951	C08B6.6	3
1393	1056342	C08B6.7	7
1394	1057253	C08B6.8	15
1395	1059204	C08B6.9	6
1396	1059985	C08C3.1	6
1397	1060766	C08C3.11	1
1398	1060897	C08C3.2	3
1399	1061288	C08C3.3	12
1400	1062849	C08C3.4	4
1401	1063370	C08C3.6	1
1402	1063501	C08D8.1	1
1403	1063632	C08D8.2	6
1404	1064413	C08E3.1	1
1405	1064544	C08E3.10	5
1406	1065195	C08E3.11	5
1407	1065846	C08E3.12	2
1408	1066107	C08E3.13	3
1409	1066498	C08E3.14	2
1410	1066759	C08E3.15	1
1411	1066890	C08E3.2	3
1412	1067281	C08E3.3	5
1413	1067932	C08E3.5	5
1414	1068583	C08E3.6	2
1415	1068844	C08E3.7	2
1416	1069105	C08E3.8	4
1417	1069626	C08E3.9	6
1418	1070407	C08E8.1	4
1419	1070928	C08E8.10	1
1420	1071059	C08E8.11	3
1421	1071450	C08E8.2	7
1422	1072361	C08E8.3	1
1423	1072492	C08E8.4	5
1424	1073143	C08E8.6	1
1425	1073274	C08F1.1	1
1426	1073405	C08F1.10	3
1427	1073796	C08F1.11	4
1428	1074317	C08F1.3	3
1429	1074708	C08F1.4	4
1430	1075229	C08F1.5	10
1431	1076530	C08F1.6	4
1432	1077051	C08F1.8	9
1433	1078222	C08F11.1	4
1434	1078743	C08F11.10	1
1435	1078874	C08F11.103	2
1436	1079135	C08F11.116	1
1437	1079266	C08F11.13	1
1438	1079397	C08F11.2	2
1439	1079658	C08F11.3	4
1440	1080179	C08F11.4	12
1441	1081740	C08F11.5	2
1442	1082001	C08F11.7	2
1443	1082262	C08F11.8	8
1444	1083303	C08F11.9	7
1445	1084214	C08F8.10	1
1446	1084345	C08F8.14	1
1447	1084476	C08F8.15	2
1448	1084737	C08F8.2	9
1449	1085908	C08F8.3	1
1450	1086039	C08F8.4	3
1451	1086430	C08F8.6	2
1452	1086691	C08F8.7	3
1453	1087082	C08F8.8	2
1454	1087343	C08F8.9	1
1455	1087474	C08G5.1	16
1456	1089555	C08G5.2	5
1457	1090206	C08G5.3	5
1458	1090857	C08G5.4	13
1459	1092548	C08G5.6	3
1460	1092939	C08G5.7	20
1461	1095540	C08G9.1	13
1462	1097231	C08G9.2	9
1463	1098402	C08G9.4	2
1464	1098663	C08H9.1	9
1465	1099834	C08H9.10	1
1466	1099965	C08H9.11	2
1467	1100226	C08H9.12	1
1468	1100357	C08H9.13	6
1469	1101138	C08H9.14	2
1470	1101399	C08H9.15	5
1471	1102050	C08H9.16	1
1472	1102181	C08H9.18	1
1473	1102312	C08H9.2	15
1474	1104263	C08H9.3	2
1475	1104524	C08H9.4	8
1476	1105565	C08H9.5	7
1477	1106476	C08H9.6	2
1478	1106737	C09B7.1	14
1479	1108558	C09B7.2	3
1480	1108949	C09B7.6	1
1481	1109080	C09B7.7	1
1482	1109211	C09B8.1	9
1483	1110382	C09B8.11	1
1484	1110513	C09B8.12	1
1485	1110644	C09B8.13	3
1486	1111035	C09B8.18	1
1487	1111166	C09B8.3	8
1488	1112207	C09B8.4	2
1489	1112468	C09B8.5	3
1490	1112859	C09B8.6	9
1491	1114030	C09B8.7	14
1492	1115851	C09B8.8	2
1493	1116112	C09B9.1	6
1494	1116893	C09B9.13	1
1495	1117024	C09B9.2	2
1496	1117285	C09B9.24	1
1497	1117416	C09B9.3	16
1498	1119497	C09B9.4	5
1499	1120148	C09B9.53	1
1500	1120279	C09B9.6	2
1501	1120540	C09B9.7	11
1502	1121971	C09B9.8	9
1503	1123142	C09C7.1	2
1504	1123403	C09D1.1	125
1505	1139654	C09D1.2	1
1506	1139785	C09D4.1	23
1507	1142776	C09D4.2	4
1508	1143297	C09D4.3	4
1509	1143818	C09D4.4	8
1510	1144859	C09D4.5	4
1511	1145380	C09D4.6	2
1512	1145641	C09D4.9	1
1513	1145772	C09D8.1	94
1514	1157993	C09D8.10	2
1515	1158254	C09D8.11	1
1516	1158385	C09D8.13	1
1517	1158516	C09D8.14	2
1518	1158777	C09D8.3	1
1519	1158908	C09D8.9	1
1520	1159039	C09E10.2	12
1521	1160600	C09E7.1	1
1522	1160731	C09E7.10	2
1523	1160992	C09E7.2	5
1524	1161643	C09E7.3	3
1525	1162034	C09E7.4	7
1526	1162945	C09E7.5	5
1527	1163596	C09E7.6	4
1528	1164117	C09E7.7	3
1529	1164508	C09E7.8	9
1530	1165679	C09E7.9	7
1531	1166590	C09E8.1	7
1532	1167501	C09E8.2	8
1533	1168542	C09E8.3	7
1534	1169453	C09E8.4	15
1535	1171404	C09E9.1	3
1536	1171795	C09F12.1	2
1537	1172056	C09F12.2	7
1538	1172967	C09F12.3	5
1539	1173618	C09F12.6	1
1540	1173749	C09F5.1	10
1541	1175050	C09F5.2	12
1542	1176611	C09F5.3	3
1543	1177002	C09F9.1	1
1544	1177133	C09F9.2	14
1545	1178954	C09F9.3	22
1546	1181815	C09G1.1	15
1547	1183766	C09G1.2	17
1548	1185977	C09G1.3	4
1549	1186498	C09G1.4	21
1550	1189229	C09G1.5	3
1551	1189620	C09G1.6	3
1552	1190011	C09G12.1	6
1553	1190792	C09G12.10	1
1554	1190923	C09G12.11	6
1555	1191704	C09G12.16	5
1556	1192355	C09G12.17	2
1557	1192616	C09G12.18	1
1558	1192747	C09G12.2	3
1559	1193138	C09G12.3	2
1560	1193399	C09G12.5	3
1561	1193790	C09G12.6	2
1562	1194051	C09G12.8	3
1563	1194442	C09G12.9	4
1564	1194963	C09G4.1	8
1565	1196004	C09G4.2	32
1566	1200165	C09G4.3	2
1567	1200426	C09G4.4	2
1568	1200687	C09G4.5	6
1569	1201468	C09G5.1	13
1570	1203159	C09G5.13	2
1571	1203420	C09G5.2	7
1572	1204331	C09G5.4	4
1573	1204852	C09G5.5	4
1574	1205373	C09G5.6	4
1575	1205894	C09G5.7	2
1576	1206155	C09G5.8	28
1577	1209796	C09G9.1	5
1578	1210447	C09G9.2	5
1579	1211098	C09G9.3	8
1580	1212139	C09G9.4	7
1581	1213050	C09G9.5	2
1582	1213311	C09G9.6	3
1583	1213702	C09G9.7	2
1584	1213963	C09G9.8	1
1585	1214094	C09H10.10	3
1586	1214485	C09H10.14	1
1587	1214616	C09H10.15	1
1588	1214747	C09H10.17	1
1589	1214878	C09H10.3	7
1590	1215789	C09H10.5	5
1591	1216440	C09H10.6	4
1592	1216961	C09H10.7	4
1593	1217482	C09H10.8	3
1594	1217873	C09H10.9	3
1595	1218264	C09H5.1	1
1596	1218395	C09H5.2	12
1597	1219956	C09H5.3	8
1598	1220997	C09H5.4	1
1599	1221128	C09H5.5	5
1600	1221779	C09H5.6	6
1601	1222560	C09H5.9	3
1602	1222951	C09H6.1	6
1603	1223732	C09H6.2	12
1604	1225293	C09H6.3	5
1605	1225944	C10A4.1	4
1606	1226465	C10A4.10	2
1607	1226726	C10A4.13	1
1608	1226857	C10A4.3	4
1609	1227378	C10A4.4	4
1610	1227899	C10A4.5	8
1611	1228940	C10A4.6	5
1612	1229591	C10A4.7	1
1613	1229722	C10A4.8	1
1614	1229853	C10A4.9	1
1615	1229984	C10B5.1	8
1616	1231025	C10B5.3	3
1617	1231416	C10C5.1	15
1618	1233367	C10C5.10	1
1619	1233498	C10C5.11	1
1620	1233629	C10C5.2	2
1621	1233890	C10C5.3	2
1622	1234151	C10C5.4	5
1623	1234802	C10C5.5	3
1624	1235193	C10C5.6	13
1625	1236884	C10C5.7	2
1626	1237145	C10C6.1	38
1627	1242086	C10C6.2	6
1628	1242867	C10C6.3	2
1629	1243128	C10C6.5	3
1630	1243519	C10C6.6	8
1631	1244560	C10C6.7	3
1632	1244951	C10C6.8	1
1633	1245082	C10E2.1	9
1634	1246253	C10E2.2	2
1635	1246514	C10E2.3	25
1636	1249765	C10E2.4	3
1637	1250156	C10E2.5	6
1638	1250937	C10E2.6	9
1639	1252108	C10E2.7	1
1640	1252239	C10F3.1	9
1641	1253410	C10F3.13	1
1642	1253541	C10F3.15	1
1643	1253672	C10F3.16	1
1644	1253803	C10F3.2	2
1645	1254064	C10F3.3	10
1646	1255365	C10F3.4	18
1647	1257706	C10F3.5	3
1648	1258097	C10F3.6	3
1649	1258488	C10G11.1	4
1650	1259009	C10G11.10	2
1651	1259270	C10G11.12	1
1652	1259401	C10G11.15	1
1653	1259532	C10G11.2	5
1654	1260183	C10G11.3	1
1655	1260314	C10G11.4	3
1656	1260705	C10G11.5	6
1657	1261486	C10G11.6	8
1658	1262527	C10G11.7	4
1659	1263048	C10G11.8	4
1660	1263569	C10G11.9	2
1661	1263830	C10G6.1	9
1662	1265001	C10G8.1	5
1663	1265652	C10G8.2	1
1664	1265783	C10G8.3	3
1665	1266174	C10G8.4	3
1666	1266565	C10G8.5	12
1667	1268126	C10G8.6	13
1668	1269817	C10G8.7	3
1669	1270208	C10G8.8	9
1670	1271379	C10H11.1	23
1671	1274370	C10H11.10	3
1672	1274761	C10H11.3	7
1673	1275672	C10H11.4	7
1674	1276583	C10H11.5	3
1675	1276974	C10H11.6	6
1676	1277755	C10H11.7	4
1677	1278276	C10H11.8	5
1678	1278927	C10H11.9	7
1679	1279838	C11D2.100	1
1680	1279969	C11D2.101	1
1681	1280100	C11D2.2	7
1682	1281011	C11D2.3	1
1683	1281142	C11D2.4	2
1684	1281403	C11D2.6	26
1685	1284784	C11D2.7	1
1686	1284915	C11D9.1	2
1687	1285176	C11E4.1	5
1688	1285827	C11E4.11	1
1689	1285958	C11E4.12	1
1690	1286089	C11E4.14	2
1691	1286350	C11E4.2	8
1692	1287391	C11E4.3	7
1693	1288302	C11E4.6	24
1694	1291423	C11E4.7	3
1695	1291814	C11E4.8	4
1696	1292335	C11E4.t1	1
1697	1292466	C11G10.1	4
1698	1292987	C11G10.2	1
1699	1293118	C11G10.4	1
1700	1293249	C11G10.6	1
1701	1293380	C11G10.8	2
1702	1293641	C11G10.t1	2
1703	1293902	C11G6.1	35
1704	1298453	C11G6.2	1
1705	1298584	C11G6.4	11
1706	1300015	C11H1.2	7
1707	1300926	C11H1.3	9
1708	1302097	C11H1.4	20
1709	1304698	C11H1.5	12
1710	1306259	C11H1.7	1
1711	1306390	C11H1.8	1
1712	1306521	C11H1.9	4
1713	1307042	C12C8.1	7
1714	1307953	C12C8.2	5
1715	1308604	C12C8.3	19
1716	1311075	C12C8.t3	2
1717	1311336	C12D12.1	11
1718	1312767	C12D12.2	7
1719	1313678	C12D12.3	5
1720	1314329	C12D12.4	1
1721	1314460	C12D12.5	2
1722	1314721	C12D12.7	1
1723	1314852	C12D5.10	1
1724	1314983	C12D5.11	3
1725	1315374	C12D5.2	3
1726	1315765	C12D5.3	2
1727	1316026	C12D5.4	1
1728	1316157	C12D5.5	2
1729	1316418	C12D5.7	3
1730	1316809	C12D5.8	11
1731	1318240	C12D5.9	5
1732	1318891	C12D8.1	9
1733	1320062	C12D8.10	9
1734	1321233	C12D8.11	6
1735	1322014	C12D8.12	2
1736	1322275	C12D8.14	2
1737	1322536	C12D8.15	1
1738	1322667	C12D8.16	2
1739	1322928	C12D8.19	1
1740	1323059	C12D8.20	1
1741	1323190	C12D8.21	2
1742	1323451	C12D8.22	1
1743	1323582	C12D8.4	2
1744	1323843	C12D8.5	3
1745	1324234	C12D8.6	1
1746	1324365	C12D8.8	1
1747	1324496	C13A10.1	10
1748	1325797	C13A10.2	5
1749	1326448	C13A10.5	3
1750	1326839	C13A2.1	5
1751	1327490	C13A2.10	2
1752	1327751	C13A2.11	1
1753	1327882	C13A2.12	1
1754	1328013	C13A2.2	3
1755	1328404	C13A2.3	3
1756	1328795	C13A2.4	2
1757	1329056	C13A2.5	8
1758	1330097	C13A2.6	1
1759	1330228	C13A2.7	6
1760	1331009	C13A2.9	2
1761	1331270	C13B4.1	21
1762	1334001	C13B4.2	3
1763	1334392	C13B4.5	1
1764	1334523	C13B9.3	4
1765	1335044	C13B9.4	33
1766	1339335	C13C12.1	3
1767	1339726	C13C12.2	3
1768	1340117	C13C12.5	1
1769	1340248	C13C4.1	7
1770	1341159	C13C4.10	1
1771	1341290	C13C4.12	1
1772	1341421	C13C4.2	7
1773	1342332	C13C4.3	3
1774	1342723	C13C4.4	2
1775	1342984	C13C4.5	5
1776	1343635	C13C4.6	6
1777	1344416	C13C4.7	5
1778	1345067	C13C4.8	3
1779	1345458	C13D9.1	2
1780	1345719	C13D9.2	4
1781	1346240	C13D9.3	3
1782	1346631	C13D9.4	3
1783	1347022	C13D9.5	3
1784	1347413	C13D9.6	2
1785	1347674	C13D9.7	12
1786	1349235	C13D9.8	8
1787	1350276	C13D9.9	7
1788	1351187	C13E3.1	8
1789	1352228	C13F10.1	3
1790	1352619	C13F10.4	23
1791	1355610	C13F10.5	13
1792	1357301	C13F10.6	2
1793	1357562	C13G3.1	2
1794	1357823	C13G3.10	1
1795	1357954	C13G3.2	4
1796	1358475	C13G3.3	8
1797	1359516	C13G5.1	4
1798	1360037	C13G5.2	3
1799	1360428	C13G5.3	1
1800	1360559	C14A11.2	5
1801	1361210	C14A11.3	24
1802	1364331	C14A11.5	7
1803	1365242	C14A11.6	2
1804	1365503	C14A11.7	9
1805	1366674	C14A11.9	5
1806	1367325	C14A4.1	3
1807	1367716	C14A4.11	4
1808	1368237	C14A4.12	11
1809	1369668	C14A4.13	6
1810	1370449	C14A4.14	3
1811	1370840	C14A4.15	2
1812	1371101	C14A4.2	1
1813	1371232	C14A4.3	2
1814	1371493	C14A4.4	9
1815	1372664	C14A4.6	5
1816	1373315	C14A4.7	2
1817	1373576	C14A4.8	1
1818	1373707	C14A4.9	2
1819	1373968	C14A6.1	6
1820	1374749	C14A6.12	4
1821	1375270	C14A6.13	5
1822	1375921	C14A6.2	15
1823	1377872	C14A6.5	5
1824	1378523	C14A6.6	6
1825	1379304	C14A6.7	3
1826	1379695	C14A6.8	1
1827	1379826	C14B1.1	3
1828	1380217	C14B1.10	9
1829	1381388	C14B1.12	1
1830	1381519	C14B1.2	3
1831	1381910	C14B1.3	1
1832	1382041	C14B1.4	3
1833	1382432	C14B1.5	6
1834	1383213	C14B1.6	12
1835	1384774	C14B1.7	8
1836	1385815	C14B1.8	2
1837	1386076	C14B1.9	4
1838	1386597	C14B4.2	35
1839	1391148	C14B9.1	2
1840	1391409	C14B9.12	1
1841	1391540	C14B9.2	3
1842	1391931	C14B9.3	4
1843	1392452	C14B9.4	5
1844	1393103	C14B9.6	21
1845	1395834	C14B9.7	1
1846	1395965	C14B9.8	5
1847	1396616	C14B9.t1	1
1848	1396747	C14B9.t2	1
1849	1396878	C14C10.1	2
1850	1397139	C14C10.2	3
1851	1397530	C14C10.3	10
1852	1398831	C14C10.4	7
1853	1399742	C14C10.5	17
1854	1401953	C14C10.7	2
1855	1402214	C14C11.1	2
1856	1402475	C14C11.11	4
1857	1402996	C14C11.2	5
1858	1403647	C14C11.3	13
1859	1405338	C14C11.4	14
1860	1407159	C14C11.6	4
1861	1407680	C14C11.7	1
1862	1407811	C14C11.8	7
1863	1408722	C14C6.1	8
1864	1409763	C14C6.10	4
1865	1410284	C14C6.12	2
1866	1410545	C14C6.13	6
1867	1411326	C14C6.2	1
1868	1411457	C14C6.3	4
1869	1411978	C14C6.4	4
1870	1412499	C14C6.6	7
1871	1413410	C14C6.7	2
1872	1413671	C14C6.8	6
1873	1414452	C14C6.9	4
1874	1414973	C14E2.1	3
1875	1415364	C14E2.11	5
1876	1416015	C14E2.2	8
1877	1417056	C14E2.3	2
1878	1417317	C14E2.4	12
1879	1418878	C14E2.5	4
1880	1419399	C14E2.6	2
1881	1419660	C14E2.7	1
1882	1419791	C14F11.1	3
1883	1420182	C14F11.12	1
1884	1420313	C14F11.14	1
1885	1420444	C14F11.15	1
1886	1420575	C14F11.18	1
1887	1420706	C14F11.2	16
1888	1422787	C14F11.20	2
1889	1423048	C14F11.27	1
1890	1423179	C14F11.28	2
1891	1423440	C14F11.29	1
1892	1423571	C14F11.3	15
1893	1425522	C14F11.32	1
1894	1425653	C14F11.4	5
1895	1426304	C14F11.5	11
1896	1427735	C14F11.6	3
1897	1428126	C14F5.1	6
1898	1428907	C14F5.10	1
1899	1429038	C14F5.2	2
1900	1429299	C14F5.3	24
1901	1432420	C14F5.4	6
1902	1433201	C14F5.5	5
1903	1433852	C14F5.6	1
1904	1433983	C14F5.8	1
1905	1434114	C14H10.1	9
1906	1435285	C14H10.2	25
1907	1438536	C14H10.3	15
1908	1440487	C14H10.4	3
1909	1440878	C14H10.5	1
1910	1441009	C15A11.1	4
1911	1441530	C15A11.2	6
1912	1442311	C15A11.3	14
1913	1444132	C15A11.4	6
1914	1444913	C15A11.7	4
1915	1445434	C15A7.1	8
1916	1446475	C15A7.2	13
